PuzzleId,GameId,FEN,Moves,Rating
07TBM,r1ylMYlz/black#72,r7/Rp1k1p2/1nq1p2p/1N1pP2P/2nP4/5Q2/4BP2/7K b - - 2 36,c6b5 f3f7 d7d8 a7b7,2100
07THi,p7YTwFeb/black#70,8/1kpr3p/1p4b1/2q5/5P2/3Pn3/Q1P3PP/R5RK b - - 3 35,e3c2 a2a8,1501
07TI6,lZVaZyxq/black#54,3r2k1/2q2ppp/1rP1pn2/2Q5/1p1P4/5NP1/5P1P/2R1R1K1 b - - 2 27,d8d5 c5b6 c7b6 c6c7,1475
07TIc,7yrDHr6C/black#64,r5r1/1k2Q1p1/Rn1P3p/1P3p2/1qpb4/8/5PPP/R5K1 b - - 1 32,b7b8 e7c7,1625
07TJ0,jMR5tRoA/black#28,r2q1rk1/pbp1b1pp/1pn5/3nPp2/3P4/2PB2NP/PP4P1/R1BQ1RK1 b - - 1 14,f5f4 d1h5 g7g6 d3g6 h7g6 h5g6,1885
07TJ3,Q7QjpssO/black#40,r2qkb1r/pp4p1/n2pP3/4p3/2P1Np2/8/PP3PKB/R2Q1R2 b kq - 0 20,d8h4 d1a4 b7b5 a4b5 e8d8 b5d7,1804
07TO9,HZjRjq58#69,3Q4/4r1kp/6p1/p2P2q1/1pP5/8/PP2r3/1KR4R w - - 6 35,d5d6 e2b2 b1b2 e7e2,1861
07TTy,UIKGQwNj#29,r3k2r/1bq2p1p/p2ppn2/1p2n1p1/4P3/PNNBQ2P/1PP2PP1/3R1RK1 w kq - 0 15,e3g5 e5f3 g2f3 h8g8 g5g8 f6g8,1656
07TUB,DNHwzMEq/black#60,8/4Qpp1/kpq5/7p/1PPr4/P6P/5PP1/6K1 b - - 0 30,c6d6 b4b5 a6a5 e7a7,1094
07TUo,X2yXu6w8#91,2r4k/1R5p/Q2pq1p1/8/4P3/5P2/3B2Pb/5K2 w - - 0 46,a6a7 c8c1 f1f2 h2g1 f2g3 g1a7,2290
07TY1,m28AHDME/black#18,r1bqk1nr/ppp2pp1/1bn5/4p1Np/4N3/3P4/PPP1BPPP/R1BQ1RK1 b kq - 5 9,f7f6 e2h5 h8h5 d1h5,1225
07TZ4,QCNkdnXo#35,r3r1k1/pp1q1pp1/2pb1n1p/4p3/4B3/2P2P1P/PPQ2P2/R1B3RK w - - 5 18,c1h6 d7h3,483
07TfA,hsUcl4gc#71,8/4b2p/pp4p1/4kp2/PPP5/3K1P1P/3B4/8 w - - 0 36,d3e3 e7g5 e3e2 g5d2,1551
07ThY,5NGmWZfE/black#30,r2q1rk1/pb2bpp1/1pn1pn2/2pp2P1/8/PP1BP1N1/1BPP2PP/R2Q1RK1 b - - 0 15,f6h7 d3h7 g8h7 d1h5,1353
07Tm5,yjO4V6KQ/black#106,8/8/p7/8/P2K4/8/8/4k3 b - - 0 53,e1d2 a4a5 d2e2 d4c5 e2e3 c5b6 e3d4 b6a6 d4c5 a6b7,2112
07Tni,yb5kRxxs#47,5rk1/pp3q2/n1p3pp/8/1PP5/2Q1R1Pb/P2N1P1P/4R1K1 w - - 4 24,e3e7 f7f2 g1h1 f2g2,1144
07Tqe,CzNdlO4A#79,8/6k1/4B2p/2R3p1/4P1P1/5n2/1r1r1P2/5RK1 w - - 1 40,g1h1 d2f2 f1f2 b2f2,1470
07Tr9,gYSm3sEP/black#56,2rq1k2/5ppp/2N1pn2/pQ6/4P3/8/5KPP/3R4 b - - 0 28,d8d1 b5c5 d1d6 c5d6,1176
07Tx6,LbqoiLC0/black#22,rn1qkb1r/pp3p1b/2p1pnpp/4N3/2BPN3/5Q2/PPP2PPP/R1B1K2R b KQkq - 1 11,f6e4 f3f7,581
07U0i,VFRWFePY#43,r2nbk2/1p4pp/p2qpn2/3p4/3P4/4BQ2/PP3P1P/R5RK w - - 4 22,f3f6 g7f6 e3h6 f8e7,1707
07U8A,Ogi2lj0y#35,r5r1/ppp2k2/2np1b2/5q2/2PPp3/2N1P2P/PP3PB1/R2QR1K1 w - - 1 18,g1h2 g8g2 h2g2 a8g8 g2f1 f6h4,2499
07U8z,TpHkC4rT/black#48,r2q2rk/5pp1/p2p1n1p/2pPpPRN/2p1P2P/4QP2/PP6/2K3R1 b - - 1 24,f6h5 g5h5 d8f6 g1g6 f6g6 f5g6,2119
07UCn,LgynEzBF/black#76,2r4k/1p3q1p/7P/1Q3p2/3P4/P3PP2/1P1K4/8 b - - 2 38,f7c4 b5e5 h8g8 e5g7,1151
07UFE,p8bNqOhz/black#26,r1b4r/pp3kpp/5n2/2p5/1n2PP2/5N2/PB1N2PP/R4RK1 b - - 4 13,b4d3 f3e5 d3e5 f4e5,1868
07UFy,ZgIl1h6E/black#94,8/5pk1/1PRK2p1/r1P5/4Pn2/8/8/8 b - - 9 47,f4e6 b6b7 a5b5 c6b6,1230
07UHv,x5YRIipj#41,3rr1k1/2p2pp1/1p5p/p2R4/Pq2P3/5P2/1PQ3PP/R5K1 w - - 1 21,a1d1 d8d5 e4d5 e8e1,1336
07UME,GI3s2Cv8#21,rnb1k2r/p1p2ppp/4pq2/8/PpBPn3/5N2/NP3PPb/R1BQR1K1 w kq - 0 11,f3h2 f6f2 g1h1 e4g3,993
07UN2,VngvcfZK#29,r4rk1/pb2bppp/1p2pn2/3q4/2NN4/1P1RP3/PB2QPPP/R5K1 w - - 1 15,a1d1 d5g2,890
07UNO,sCpxwpEc/black#68,1r6/3r1pk1/3p2p1/p1pPp3/2P1P2R/2K2P2/P7/R7 b - - 3 34,f7f6 a1h1 f6f5 h4h7 g7f6 h7d7,1202
07UNp,NtwKR2BD#51,3r3r/2pk4/Q1p1q3/1p2Pppp/5P2/P2P2P1/2PK3P/1R5R w - - 2 26,a3a4 d8a8 a4b5 a8a6,1417
07URF,D89PMtd3#41,r1b3k1/1p3ppp/p3p3/4P3/1q6/2rB1N2/4Q1PP/R4RK1 w - - 4 21,f1c1 b4c5 g1f1 c3c1 a1c1 c5c1,1622
07USS,Xp35GImV/black#36,2r1kb1r/pR3pp1/2n1p1p1/1Qpp2B1/4qPP1/7P/P3B3/4KR2 b k - 1 18,h8h3 b7b8 e8d7 b8c8 e4b4 b5b4,2128
07UT2,LarmcX3i/black#24,rn3rk1/pppq1ppp/8/3p1Q2/3P4/2NBP3/PPPn1PPP/R4RK1 b - - 0 12,d2f1 f5h7,872
07UTt,EM4ueaeb/black#62,4r1k1/p4p1p/2p3p1/P7/4q3/2Q1R2P/2P2PP1/6K1 b - - 2 31,e4f4 e3e8,949
07UYW,vOWd4NPX#25,r1b1k2r/p1pp1pp1/1p5p/2b1P3/4QB2/2N3P1/PPP5/R3KBq1 w Qkq - 0 13,e4a8 g1f2 e1d1 f2f1,1140
07Uaj,jyeC10F4/black#74,8/6pp/1p3r1k/4p3/4Q3/2q1p2P/4B1K1/8 b - - 9 37,c3d2 e4h4 h6g6 h4h5,1048
07UbC,BrhbxueT#93,8/8/1p3K2/8/p7/7P/P4P2/2k5 w - - 0 47,h3h4 b6b5 f6e6 b5b4 h4h5 b4b3 a2a3 b3b2,1919
07Ufp,E3hj2tf4#109,8/8/7p/8/4Nk2/4N2r/r7/4R1K1 w - - 4 55,e4f2 h3e3 e1e3 f4e3,1816
07Ugw,QvHSKucs#85,5rk1/8/p2P2pp/1p3q2/1P1Q4/P5P1/4RP1K/8 w - - 9 43,h2g2 f5f3 g2g1 f3e2,1191
07Uhs,yIkLqI3n#73,r4r2/6p1/Pp1N3n/2pP2k1/P1P2p1R/8/6K1/5R2 w - - 1 37,d6e4 g5h4 g2f3 h4h5,1837
07UjI,oWAkaJIb/black#50,2k5/1bp2p2/p2r4/1p2p1q1/3nB1P1/P1N5/1PP2Q2/1K3R2 b - - 1 25,b7e4 c3e4 g5g4 e4d6,1408
07UmD,lBxxNIPc/black#110,8/8/6K1/4kP2/8/5r2/7R/8 b - - 0 55,f3f5 h2e2 e5f4 e2f2 f4e4 f2f5,1235
07UtQ,sE7To9lz#75,8/5pk1/2N3p1/7p/2R5/5PQP/6PK/3qr3 w - - 6 38,g3f4 e1h1 h2g3 d1e1,933
07Utx,3T1IT19E/black#66,r4rk1/7p/4p1p1/3p4/1p3P2/pPq1b1RQ/P2N2R1/3K4 b - - 1 33,d5d4 g3g6 g8h8 g6g7 c3a1 d1e2 d4d3 e2e3 a1e1 e3f3,2443
07Uwh,pgecYb8P/black#88,8/7p/4K3/5P2/p7/8/k6P/8 b - - 0 44,a2b1 f5f6 a4a3 f6f7,1031
07Uwk,gFuXZrDl/black#62,r3r1k1/1b3p2/6pp/4q3/2pRp3/Pp2P1P1/1Q3PBP/4R1K1 b - - 1 31,e8c8 d4d8 c8d8 b2e5,800
07Uyt,bcW2g21j/black#94,8/p3kp2/4b3/2P3p1/3KB1Pp/7P/P7/8 b - - 0 47,e7d7 e4d5 e6d5 d4d5 f7f5 g4f5 g5g4 d5e4,2645
07V4V,F2LsB5Gn#51,3B1rk1/5p1p/p4QpP/1pp5/2q5/3b4/PP3PP1/2KR3R w - - 2 26,c1d2 c4c2 d2e3 c2e2 e3f4 e2f2 f4g4 d3f5,2236
07V8t,XVLrhOdt/black#24,r2qkb1r/p2b1pp1/2Q1Rn1p/3p4/8/2PB1N2/PP1P1PPP/RNB3K1 b kq - 0 12,f7e6 d3g6 e8e7 c6c5,1303
07V9Y,qcM8VIy9/black#92,4r1k1/R7/2pp1pK1/1p4p1/8/2P2p2/1P6/8 b - - 1 46,e8e6 a7a8 e6e8 a8e8,1165
07VAr,zoW6sVFt/black#88,8/1p6/6p1/1P6/4K3/5Pk1/8/8 b - - 0 44,b7b6 f3f4 g3g4 e4e5 g4f3 f4f5 g6f5 e5f5,1632
07VBr,EwzQmYIc/black#88,8/5k2/2pN1p2/P3p2p/2P4p/pK4n1/P7/8 b - - 1 44,f7g6 a5a6 g6g5 a6a7,1091
07VCW,JY0aamsb#35,4k2r/p1p2pp1/7p/4n3/8/3b2P1/PrP4P/R2BK1NR w KQk - 0 18,c2d3 e5d3 e1f1 b2f2,864
07VDx,k1otMflK/black#90,8/p4pb1/1p1k2p1/1P4P1/P1r5/R5K1/3N1P2/8 b - - 8 45,c4c3 a3c3 g7c3 d2e4 d6d5 e4c3,1149
07VEi,DjhEhAwc#95,3k4/8/p6p/P1KPN1p1/4bpP1/7P/8/8 w - - 3 48,d5d6 f4f3 c5d4 f3f2,1121
07VFI,JTRvAZVL/black#32,r1bq2k1/1p1n2Bp/4p1p1/3pPr2/3P4/1p3N2/PP1Q1PP1/R3K2R b KQ - 0 16,g8g7 d2h6 g7f7 h6h7 f7e8 h7g6,1771
07VIQ,DRf7IUZi#51,1r1q1rk1/6p1/p2p1b1p/1b1P1p1P/2Np4/Q2B4/PP2RPP1/4R1K1 w - - 7 26,a3d6 d8d6 c4d6 b5d3,1810
07VKf,H0jHU0Tb#57,5r1k/p6p/2b1Q3/8/2Pp4/5r2/P5PP/3R3K w - - 2 29,e6c6 f3f1 d1f1 f8f1,669
07VLd,6wfubS0N/black#18,rnb1k2r/ppppqppp/5n2/8/2B1P3/2B5/P3QPPP/2KR2NR b kq - 0 9,e7e4 e2e4 f6e4 d1e1 e8g8 e1e4,1781
07VLw,iiybRVh4/black#106,8/5p2/p5p1/1p1p1bP1/2k2P2/R2p4/1K6/8 b - - 3 53,f5c8 a3c3 c4d4 c3c8 d3d2 b2c2,1019
07VPp,4k6fKXWO#69,6k1/p5p1/1p3r1p/1N1pR3/PP6/6Pb/5B1Q/3q2K1 w - - 1 35,e5e1 d1e1 f2e1 f6f1,1177
07VUw,ywuUm2tH#71,8/6pp/2p5/p4kPK/1p5P/1PP5/8/8 w - - 0 36,c3b4 a5b4 g5g6 h7g6,1380
07VYI,5A7cA5bq#51,2r3k1/pp5p/6p1/5p2/3Pp3/8/PP3PPP/4R1K1 w - - 1 26,e1e2 c8c1 e2e1 c1e1,828
07Vao,yFQbFp3Q#65,R7/4N2p/4p3/2Pp2qk/3Pp1n1/PR2P1pP/6P1/6K1 w - - 1 33,h3g4 g5g4 b3b1 g4e2 g1h1 e2e3,2478
07VcA,BFU0ypoA#105,5r2/3Rpk1p/2Pp3P/3P1K2/8/8/8/8 w - - 7 53,c6c7 f7e8 f5e4 e8d7,1168
07VjD,nhB1QqF2/black#86,8/8/pp3p2/8/Pk2P2K/8/5PP1/8 b - - 0 43,b4a4 f2f4 b6b5 e4e5 f6e5 f4e5 a4a5 e5e6 b5b4 e6e7,2387
07VjG,c97XegEW/black#110,7R/3kp3/3p1p2/2n2Q2/3q4/6PK/p7/8 b - - 1 55,c5e6 f5b5 d7c7 b5b8 c7c6 b8a8 c6b5 h8b8,2534
07Vjl,DLKoc5kj/black#68,8/1p4p1/p2p4/3PqkPp/2P1p2P/1P5Q/P5K1/8 b - - 2 34,f5g6 h3e6 e5e6 d5e6 g6f5 e6e7,879
07VlN,VuKu74GZ/black#36,r3r1Qk/1bp3pp/pbq2N2/np2p1N1/8/1BPP3P/PP3PP1/R1B1R1K1 b - - 2 18,e8g8 g5f7,817
07VlQ,ejCMGGNa/black#52,r6r/p5pp/1n2R3/kp1p4/5B2/2P5/5PPP/R5K1 b - - 1 26,b6a4 f4c7,1700
07VmT,LGSOaSG8#57,4k3/ppR5/2p4p/4n3/4P1b1/2N3P1/PP3b1P/7K w - - 1 29,c7b7 g4f3,901
07Vmc,yvDKkZHC#91,8/1p6/8/8/pk1K1P2/8/6P1/8 w - - 0 46,f4f5 a4a3 d4d5 a3a2 f5f6 a2a1q,737
07Vrw,wdS4FGH5/black#70,7k/p6p/6p1/1p6/4Pb2/1B1r4/P2q2NP/5Q1K b - - 5 35,f4d6 f1f6,1354
07Vwb,8LgxbP42/black#38,2b2Bk1/1p1p1ppp/8/1p1QP3/8/5K2/r4PPP/q4B1R b - - 1 19,g8f8 d5c5 f8e8 c5c8 e8e7 c8c5,2244
07W1f,l6oREsMz/black#94,1R6/5r2/8/k1pp2P1/8/1P2Kp2/5P2/8 b - - 0 47,f7f5 g5g6 f5g5 b8g8 a5b4 g6g7 b4c3 b3b4 g5e5 e3f4,2794
07W2W,Aef61mC4/black#60,3r1k2/2p2r2/p4qpQ/2pp4/4pB2/P1P1P3/2PK1P2/7R b - - 1 30,f6g7 h6h8 g7h8 h1h8 f8e7 f4g5,1726
07W2i,Q2oiFLyo#47,q4rk1/1b1Q1ppp/1b6/4B3/P7/1P4P1/4PP1P/2R2RK1 w - - 1 24,d7b5 b7h1 c1c6 a8c6 b5c6 h1c6,2070
07W3Y,NIC7giHP/black#48,6k1/pp3pp1/1q2p2p/3rP3/8/3n4/PPQ2bPP/3R1R1K b - - 1 24,d3b4 c2c8 g8h7 d1d5 b4d5 c8c2,1686
07W5q,raFBS975#93,8/5kp1/8/R3P1P1/1r4KP/8/p7/8 w - - 2 47,g4h5 g7g6 h5h6 b4h4,944
07W7D,qNfjOxwe#75,8/p2kr3/3p2p1/1P1P1p2/5Q2/q5B1/P4PPP/2R3K1 w - - 1 38,c1c6 e7e1,912
07WCf,tzmr8BUS/black#70,5Rr1/pp4kQ/2p3P1/3p4/4p2P/P1P5/1P4PK/4q3 b - - 0 35,g7f8 h7f7,982
07WFH,5milIu7r/black#66,2R3k1/6pp/p5r1/1p1P4/4p3/B1P2n2/P4P1P/5K2 b - - 2 33,g8f7 c8f8,1315
07WGq,85iIOBks/black#50,r2k3r/ppp3p1/3b1p2/3qnNP1/3pR3/3P4/PP3PQ1/R1B3K1 b - - 9 25,e5d3 e4e8 h8e8 g2d5,1261
07WLr,vjas7pFR#45,7r/2p1kppp/2Q5/2b2b2/4p3/2P1qPB1/Pr2N1PP/3RK2R w K - 1 23,c6c7 e7f6 d1d6 c5d6 c7d6 f5e6 d6d4 e3d4,2054
07WNx,Oy5StSVE/black#30,rnbq1bkr/pp5p/3pPnpB/2pP2P1/2B5/2P2Q2/PP3P1P/RN2K2R b KQ - 0 15,f6h5 f3f7,1225
07WRH,BWQs0l3q/black#48,4rrk1/p2q2pp/1p2pn2/2bp2N1/5R2/P5NP/1PQ2PP1/4R1K1 b - - 4 24,d7d6 f4f6 f8f6 c2h7,1563
07WRS,IBpv6qYn/black#40,r2q1r1k/pb3p1p/1p1pp3/2p2p2/2PbP3/3PB1PP/PP1Q2B1/R4RK1 b - - 1 20,d8g5 e3d4 c5d4 d2g5,1652
07WSb,2M3q1Xbj#125,5K2/7p/5k2/7P/8/8/8/8 w - - 1 63,f8g8 h7h6 g8f8 f6g5 f8e7 g5h5,1191
07WU6,Q7GDSph9/black#82,4k3/5p2/p2Qb1r1/1p2Pp2/3p1P1p/1q5P/3PN2K/2R5 b - - 7 41,b3d5 c1c8 e6c8 d6d5,1803
07WYg,FhOb3Izt#51,4r1k1/2q4p/p4Rp1/1pp5/8/2P5/PPQ3PP/7K w - - 1 26,h2h3 e8e1 f6f1 e1f1,807
07Wce,up48WuwB/black#54,r2qr3/1p1b1pk1/p2p1npp/3P1P2/3N4/1PQ5/1P4PP/R3R1K1 b - - 0 27,f6d5 d4e6 g7g8 c3g7,1617
07We9,AwVHXY7x/black#30,r2qr1k1/pp1n2pp/2pb1pb1/3p1n2/3P2P1/2NB1N1P/PPPQ1P2/R1B1R1K1 b - - 0 15,e8e1 d2e1 f5d4 f3d4,1603
07WfH,bKGuUzRd/black#78,r7/8/p6R/1p5n/2p1N2k/2P5/PP6/1K6 b - - 1 39,a8e8 h6h5 h4h5 e4f6 h5h4 f6e8,1327
07WfL,Vb8I4IIf/black#78,1q3k2/8/3pRPp1/p1pP1P1p/1rP5/4Q3/7P/6K1 b - - 0 39,g6g5 e3g5 b4b1 g1g2 b8b2 g2h3,2477
07WgS,eifSKdrA#85,8/3q3k/3p4/1p1Qpp1P/4Pp1b/1P3P2/P6K/6B1 w - - 0 43,g1c5 d7g7 h2h1 d6c5,1926
07Wgq,EnZDwH2v#21,r1bq1rk1/p1p1bppp/1p3n2/3p2B1/3QPP2/2N5/PPP1B1PP/R4RK1 w - - 0 11,e4e5 e7c5 d4c5 b6c5,1042
07Whv,EdYODWsZ/black#58,1k3r2/7b/p1Pr3p/1p1N2p1/2P1pp2/8/P5PP/3R1RK1 b - - 0 29,b5c4 d1b1 b8c8 d5e7 c8d8 b1b7,2123
07WiO,cwlf50BA/black#30,r1b2rk1/ppp3pp/2np1bq1/3Np3/2P1P3/4PN1P/PPK1B1P1/3R1Q1R b - - 6 15,g6e4 e2d3 c6b4 d5b4,1283
07WlR,TM11dZv0/black#102,8/8/3N2pp/8/6b1/Pk2K1P1/5P2/8 b - - 2 51,b3a3 d6f7 g4d1 f7h6,2473
07Wme,QEzmSSR2#145,4k3/8/3Pr3/1bP5/1P6/6K1/4p3/4Q3 w - - 3 73,g3f4 e6f6 f4e3 f6f1 e1e2 b5e2,1250
07Wq3,6rGCe7ml#69,5r2/4b1pk/2n1p1q1/1ppnp2p/7P/2PPNrP1/1P1NQPK1/2BR1R2 w - - 6 35,d2f3 d5f4 g2h1 f4e2,1776
07WtO,eBwPZ7Qx/black#32,rn1q1rk1/3nbppp/b1p1P3/6PP/3P1B2/1Qp2N2/PP3PB1/R3K2R b KQ - 0 16,f7e6 b3e6 g8h8 f3h4 a6d3 h4g6 d3g6 h5g6,2738
07WtY,ZdIa2rNq/black#48,6k1/6pp/p7/1pb5/2pp4/P6P/1PP2PPK/RB2r3 b - - 2 24,c4c3 b1a2 g8f8 a1e1,1417
07Wua,NonSPQZ9#55,4r3/4bp2/2k5/2pb1Qp1/7p/7P/r1P2PPB/4R1K1 w - - 2 28,e1e5 a2a1 e5e1 a1e1,585
07Wub,Q54iLS7R/black#34,4Q2k/p1p3pp/2p2n2/2B5/8/5P1b/PqP4P/RN2R1K1 b - - 0 17,f6e8 e1e8,428
07WyD,TitQYFoK#31,2kr3r/pp3pp1/4pn2/3pq3/6p1/3BP1P1/PP1N1P2/R2Q1RK1 w - - 1 16,g1g2 h8h2 g2h2 e5h5 h2g1 d8h8,1873
07X3h,h5QScRIm/black#24,rn2kb1r/1b1p1pBp/pp2p3/1N1n4/4q3/1Q6/PP2NPPP/R3KB1R b KQkq - 0 12,f8g7 b5d6 e8d8 d6e4,1387
07X6C,LBDyvat7/black#80,6Q1/p2n1p2/3q3k/4P1R1/6P1/5PK1/r7/8 b - - 0 40,d6f8 g5h5,1268
07X9J,hpBYnOvS#27,r1b2r2/ppp1k1p1/1b1p1nqp/4p3/4P3/1BPPB2P/PP3PP1/RN1Q1RK1 w - - 3 14,g1h2 f6g4 h3g4 c8g4 e3b6 g4d1,2105
07XDT,ehujcYnK/black#142,8/6p1/7p/pKP1pk2/5p2/7r/8/2R5 b - - 0 71,f4f3 c5c6 f3f2 c6c7 h3c3 c1c3 f2f1q c3c4 f1b1 b5a6,2348
07XFF,QzFoHHER/black#36,r1b1k2r/3p1ppp/2p1pq2/p3b3/P7/1P1B2P1/2PB1P1P/1R1QR1K1 b kq - 0 18,e8g8 d1h5 g7g6 h5e5 f6e5 e1e5,1807
07XJW,CZKA1beq#23,rnb2rk1/ppp3pp/3p4/2bPpq2/2P1N1p1/4P1PP/PP1B1P2/R2QK1NR w KQ - 5 12,e4c5 f5f2,619
07XKT,daeHHEUO#63,7k/4q3/Q4p2/p2b3p/8/4P1P1/PP3P1P/6K1 w - - 1 32,a6a5 e7e4 a5d5 e4d5,1195
07XNT,kBs2tIeP/black#54,7k/pp4pp/2p5/5b2/5K2/4r3/PPPR2PP/8 b - - 6 27,e3e6 d2d8 e6e8 d8e8,511
07XXn,5OsQXTiD#53,8/2p4p/2p1pQpk/p7/3PN3/1KP1n1P1/PP6/6q1 w - - 2 27,f6e6 g1d1 b3a3 e3c2 a3a4 c2d4,1576
07XZ1,ULPeWwwC/black#58,4r1k1/5ppp/2p1b3/2B5/2PR4/6PP/5r2/2KR4 b - - 1 29,h7h6 d4d8 e8d8 d1d8 g8h7 c5f2,927
07Xhh,zeG8ob3h/black#44,rn3Rk1/1b1r2p1/p3p1Np/1p4qQ/2p5/P1N1P2P/1PP3P1/3R2K1 b - - 2 22,g8h7 f8h8,976
07XjF,TWE8LU6P#77,7k/6p1/p1qP2rp/8/8/Q6P/5PP1/3R2K1 w - - 1 39,f2f3 c6c2 g2g4 c2d1,1861
07XlL,WSTZwj6J#33,2kr3r/pppb2pp/3b4/4q3/1P1n4/P2P1pP1/1B3PBP/R2QNRK1 w - - 0 17,e1f3 d4e2 g1h1 e5b2,2142
07XmZ,WL0nU8X4/black#62,r3k2r/2p5/n1P4q/4Q3/1P2Pp2/1RN3p1/6p1/5RK1 b q - 0 31,e8d8 f1d1 d8c8 e5f5,1642
07Xov,mwVDYR2D/black#36,r5rk/pp1n1p1p/2p1p3/4Pp2/8/2PQ4/Pq2NPPP/RR4K1 b - - 2 18,d7e5 d3e3 e5g4 b1b2 g4e3 f2e3,2327
07XxB,MgvukLzF#61,5k2/p4ppp/b1r1n3/3R4/8/3p1B2/P5PP/3R2K1 w - - 6 31,d5d8 e6d8 f3c6 d8c6,806
07Xys,3sQSDQSW/black#66,3r2k1/4nrpq/p7/1p1pR3/3PnN2/P2QP3/1P4RN/7K b - - 8 33,e7c6 e5h5 e4f2 g2f2 h7d3 f4d3 f7f2 d3f2,1876
07Y05,sjyEaNrD/black#60,4rQ1k/6pp/p1q1p3/1p1pP1N1/8/2P5/PP4PP/5R1K b - - 0 30,e8f8 f1f8,852
07Y0h,mrEtYxrJ#57,8/5kpp/3p1p2/1b6/3P4/1P5P/rN2RKP1/8 w - - 0 29,b2c4 a2e2 f2e2 d6d5,1688
07Y9I,rjBrggTe#63,8/5rpk/p1Qr4/1p2pq2/6p1/P1P2P2/1P4PP/3R3K w - - 0 32,d1d6 f5b1 d6d1 b1d1,748
07Y9e,0c99FvDh#51,8/p2Nkp1p/1b4r1/3R4/5p2/4p3/PPP2PPP/6K1 w - - 2 26,d7b6 e3e2 d5e5 g6e6 e5e2 e6e2,1674
07YCD,bH42HEfZ/black#134,8/1P6/3b2p1/N1k2p1p/P1p1pP1P/2K3P1/8/8 b - - 2 67,c5b6 a5c4 b6b7 c4d6,755
07YCl,8SFeQRlq#63,5rk1/p1p1R1p1/1p3r1p/3q4/3P4/P1PQ3P/1P2R1P1/6K1 w - - 7 32,e7c7 f6f1 g1h2 d5d6 e2e5 d6c7,1165
07YD6,JiXkMj9V/black#44,r4rk1/6n1/p1p2qRQ/1p2pp2/4P3/1P1P3P/1PP3P1/R5K1 b - - 1 22,f6f7 e4f5 f7a7 g1h2,2474
07YD9,Q5MSxWCq#53,r5k1/1p3p1p/3Np1p1/P1n1P3/1r3P2/6PP/1P3R2/R5K1 w - - 1 27,f2d2 c5b3 d2d1 b3a1,1490
07YE8,bkumMP6A/black#78,3r2rk/ppq5/6b1/2p1p1R1/2PbP2Q/1P6/P4P1P/3R3K b - - 0 39,h8g7 g5g6 g7g6 d1g1 g6f7 h4h7 f7e6 h7c7,1751
07YFf,CEFoPmwI/black#44,5rk1/2pb1ppp/2q1pn2/2b5/2p1N3/4B1PP/1PQ2PB1/R5K1 b - - 0 22,c5e3 e4f6 g7f6 g2c6,1028
07YGJ,utpXZz3R/black#36,3r1rk1/bpq2ppp/p1p1b3/2P2nN1/1P6/P1N3P1/2Q2PBP/R4RK1 b - - 4 18,f5d4 c2h7,583
07YH3,52Kwtcvv#55,7k/p4p1p/4rp2/4q3/2Q5/1P6/P4PPP/3R1K2 w - - 5 28,c4d4 e5e2 f1g1 e2e1 d1e1 e6e1,1172
07YH5,Vi5eOwqA/black#68,5rk1/5pp1/p1Pp3p/1p2pN2/1Pn1P3/P7/5PP1/2R3K1 b - - 4 34,f8c8 f5e7 g8f8 e7c8,931
07YI2,NKmZTxph/black#96,1r6/2R5/1p1prnk1/5Np1/p5P1/P6P/1P3P1K/8 b - - 3 48,b8e8 c7g7,1158
07YSy,cmxzRAWi/black#86,8/1K3p1p/3P1kp1/4P3/3b4/2pB4/6PP/8 b - - 0 43,d4e5 d6d7 f6e7 b7c8,1128
07YUL,DNhGYeGY/black#32,r4rk1/pbq1bpp1/1pp1pn1p/8/2P2B2/P1NB4/1P1Q1PPP/4RRK1 b - - 3 16,e7d6 f4d6 c7d6 d3h7 g8h7 d2d6,1356
07YWA,mSubC9Fc#69,k4r2/1p6/p2PQ2p/5r2/2q5/8/PP2R1PP/4R2K w - - 1 35,e6c4 f5f1 e1f1 f8f1,542
07YWL,ZKOcAnC0/black#44,r1b2rk1/1p3pp1/p1q1p2p/3nP2N/1bPPN3/3B4/5KPP/2Q4R b - - 1 22,d5e7 e4f6 g8h8 h5g7,1916
07YXw,kTKI5IAk/black#48,3rr1k1/ppq2ppb/2p1p3/4n1P1/5Q2/2P3NP/PP4B1/R3R1K1 b - - 1 24,f7f6 g5f6 g7f6 g3h5 e8f8 h5f6,2447
07YZh,BNjrhIL0/black#48,rn1q4/pp3k1p/6p1/4pp2/2B1p3/1PP1P1Q1/5PPP/2b1K2R b K - 2 24,f7f6 g3h4 f6g7 h4d8,1012
07YZo,Nv0hvW7H#43,5rk1/p1p3pp/2p5/3p4/4p3/2N1B2q/PPPQ3R/R4rK1 w - - 1 22,a1f1 h3f1,1383
07YZu,fXgXY8wF#79,8/4ppk1/3p2p1/3Pb3/5q2/5P1p/6PP/3R2QK w - - 0 40,d1f1 e5d4 g1d4 f4d4,1618
07Yag,m7vLK1MP#67,1k6/1p5q/p1Q5/4p2r/P1P5/3P2Pr/5P2/1R2R1K1 w - - 1 34,g1f1 h3h1 f1e2 h1e1 e2e1 h5h1 e1d2 h1b1,2214
07YcM,P7XCMyiW#73,q4rk1/6p1/p2n3p/1p6/2p5/4RPK1/PP2Q2P/4R3 w - - 4 37,e3e6 d6f5 g3g2 f5d4 e2e4 d4e6,1981
